Size of Array,Type of Array,Sorting Algorithm,Number of Comparisons,Execution Time
14,Sorted,Selection,91,6.51e-07
14,Sorted,Insertion,13,2.01e-07
14,Inversely-sorted,Heap,91,1.911e-06
14,Inversely-sorted,Bubble,91,2.019e-06
14,Inversely-sorted,Selection,91,8.17e-07
14,Inversely-sorted,Insertion,91,1.879e-06
14,Random,Heap,85,1.658e-06
14,Random,Bubble,85,1.28e-06
14,Random,Selection,91,1.198e-06
14,Random,Insertion,53,1.079e-06
14,Sorted,Heap,13,1.71e-07
14,Sorted,Bubble,13,1.68e-07
14,Sorted,Selection,91,6.6e-07
14,Sorted,Insertion,13,1.84e-07
14,Inversely-sorted,Heap,91,1.86e-06
14,Inversely-sorted,Bubble,91,1.883e-06
14,Inversely-sorted,Selection,91,9.18e-07
14,Inversely-sorted,Insertion,91,2.023e-06
14,Random,Heap,88,1.824e-06
14,Random,Bubble,88,1.448e-06
14,Random,Selection,91,1.17e-06
14,Random,Insertion,59,1.282e-06
14,Sorted,Heap,13,1.97e-07
14,Sorted,Bubble,13,1.62e-07
14,Sorted,Selection,91,7.33e-07
14,Sorted,Insertion,13,2.09e-07
14,Inversely-sorted,Heap,91,1.891e-06
14,Inversely-sorted,Bubble,91,1.899e-06
14,Inversely-sorted,Selection,91,8.86e-07
14,Inversely-sorted,Insertion,91,1.89e-06
14,Random,Heap,85,1.569e-06
14,Random,Bubble,85,1.188e-06
14,Random,Selection,91,1.196e-06
14,Random,Insertion,49,1.039e-06
14,Sorted,Heap,13,1.98e-07
14,Sorted,Bubble,13,1.74e-07
14,Sorted,Selection,91,7.12e-07
14,Sorted,Insertion,13,2.26e-07
14,Inversely-sorted,Heap,91,1.963e-06
14,Inversely-sorted,Bubble,91,1.865e-06
14,Inversely-sorted,Selection,91,8.36e-07
14,Inversely-sorted,Insertion,91,1.692e-06
14,Random,Heap,76,1.466e-06
14,Random,Bubble,76,1.541e-06
14,Random,Selection,91,1.101e-06
14,Random,Insertion,53,1.148e-06
14,Sorted,Heap,13,1.53e-07
14,Sorted,Bubble,13,1.69e-07
14,Sorted,Selection,91,7e-07
14,Sorted,Insertion,13,2.13e-07
14,Inversely-sorted,Heap,91,2e-06
14,Inversely-sorted,Bubble,91,1.956e-06
14,Inversely-sorted,Selection,91,7.18e-07
14,Inversely-sorted,Insertion,91,1.935e-06
14,Random,Heap,85,1.503e-06
14,Random,Bubble,85,1.116e-06
14,Random,Selection,91,1.136e-06
14,Random,Insertion,42,9.15e-07
14,Sorted,Heap,13,1.71e-07
14,Sorted,Bubble,13,1.8e-07
14,Sorted,Selection,91,6.76e-07
14,Sorted,Insertion,13,1.83e-07
14,Inversely-sorted,Heap,91,1.887e-06
14,Inversely-sorted,Bubble,91,1.952e-06
14,Inversely-sorted,Selection,91,8e-07
14,Inversely-sorted,Insertion,91,1.886e-06
14,Random,Heap,85,1.706e-06
14,Random,Bubble,85,1.483e-06
14,Random,Selection,91,1.167e-06
14,Random,Insertion,63,1.336e-06
14,Sorted,Heap,13,1.66e-07
14,Sorted,Bubble,13,1.81e-07
14,Sorted,Selection,91,7.1e-07
14,Sorted,Insertion,13,2e-07
14,Inversely-sorted,Heap,91,1.858e-06
14,Inversely-sorted,Bubble,91,1.884e-06
14,Inversely-sorted,Selection,91,6.96e-07
14,Inversely-sorted,Insertion,91,1.922e-06
14,Random,Heap,81,1.595e-06
14,Random,Bubble,81,1.249e-06
14,Random,Selection,91,1.208e-06
14,Random,Insertion,52,1.152e-06
14,Sorted,Heap,13,1.49e-07
14,Sorted,Bubble,13,1.69e-07
14,Sorted,Selection,91,6.9e-07
14,Sorted,Insertion,13,1.99e-07
14,Inversely-sorted,Heap,91,1.881e-06
14,Inversely-sorted,Bubble,91,1.945e-06
14,Inversely-sorted,Selection,91,7.53e-07
14,Inversely-sorted,Insertion,91,1.869e-06
14,Random,Heap,88,1.715e-06
14,Random,Bubble,88,1.438e-06
14,Random,Selection,91,1.243e-06
14,Random,Insertion,54,1.198e-06
14,Sorted,Heap,13,1.63e-07
14,Sorted,Bubble,13,1.53e-07
14,Sorted,Selection,91,7.43e-07
14,Sorted,Insertion,13,1.95e-07
14,Inversely-sorted,Heap,91,1.879e-06
14,Inversely-sorted,Bubble,91,1.844e-06
14,Inversely-sorted,Selection,91,8.7e-07
14,Inversely-sorted,Insertion,91,2.006e-06
14,Random,Heap,91,1.801e-06
14,Random,Bubble,91,1.38e-06
14,Random,Selection,91,1.098e-06
14,Random,Insertion,66,1.429e-06
14,Sorted,Heap,13,1.63e-07
14,Sorted,Bubble,13,1.61e-07
14,Sorted,Selection,91,7.21e-07
14,Sorted,Insertion,13,2.03e-07
14,Inversely-sorted,Heap,91,1.963e-06
14,Inversely-sorted,Bubble,91,1.845e-06
14,Inversely-sorted,Selection,91,8.55e-07
14,Inversely-sorted,Insertion,91,1.914e-06
14,Random,Heap,81,1.603e-06
14,Random,Bubble,81,1.122e-06
14,Random,Selection,91,1.206e-06
14,Random,Insertion,43,9.95e-07
14,Sorted,Heap,13,1.9e-07
14,Sorted,Bubble,13,1.72e-07
14,Sorted,Selection,91,6.89e-07
14,Sorted,Insertion,13,1.88e-07
14,Inversely-sorted,Heap,91,1.954e-06
14,Inversely-sorted,Bubble,91,1.838e-06
14,Inversely-sorted,Selection,91,8.04e-07
14,Inversely-sorted,Insertion,91,1.965e-06
14,Random,Heap,85,1.622e-06
14,Random,Bubble,85,1.323e-06
14,Random,Selection,91,1.076e-06
14,Random,Insertion,56,1.001e-06
14,Sorted,Heap,13,1.53e-07
14,Sorted,Bubble,13,1.42e-07
14,Sorted,Selection,91,7.04e-07
14,Sorted,Insertion,13,2.35e-07
14,Inversely-sorted,Heap,91,1.967e-06
14,Inversely-sorted,Bubble,91,1.818e-06
14,Inversely-sorted,Selection,91,8.05e-07
14,Inversely-sorted,Insertion,91,1.965e-06
14,Random,Heap,85,1.692e-06
14,Random,Bubble,85,1.36e-06
14,Random,Selection,91,1.221e-06
14,Random,Insertion,57,1.152e-06
14,Sorted,Heap,13,1.71e-07
14,Sorted,Bubble,13,1.47e-07
14,Sorted,Selection,91,7.14e-07
14,Sorted,Insertion,13,1.76e-07
14,Inversely-sorted,Heap,91,1.926e-06
14,Inversely-sorted,Bubble,91,1.836e-06
14,Inversely-sorted,Selection,91,9.08e-07
14,Inversely-sorted,Insertion,91,1.955e-06
14,Random,Heap,88,1.765e-06
14,Random,Bubble,88,1.405e-06
14,Random,Selection,91,1.188e-06
14,Random,Insertion,61,1.33e-06
14,Sorted,Heap,13,1.61e-07
14,Sorted,Bubble,13,2.02e-07
14,Sorted,Selection,91,7.37e-07
14,Sorted,Insertion,13,2.01e-07
14,Inversely-sorted,Heap,91,1.955e-06
14,Inversely-sorted,Bubble,91,1.888e-06
14,Inversely-sorted,Selection,91,7.84e-07
14,Inversely-sorted,Insertion,91,1.925e-06
14,Random,Heap,88,1.59e-06
14,Random,Bubble,88,1.293e-06
14,Random,Selection,91,1.116e-06
14,Random,Insertion,61,1.304e-06
14,Sorted,Heap,13,1.77e-07
14,Sorted,Bubble,13,1.7e-07
14,Sorted,Selection,91,9.71e-07
14,Sorted,Insertion,13,2.54e-07
14,Inversely-sorted,Heap,91,1.859e-06
14,Inversely-sorted,Bubble,91,1.905e-06
14,Inversely-sorted,Selection,91,1.084e-06
14,Inversely-sorted,Insertion,91,2.063e-06
14,Random,Heap,91,2.001e-06
14,Random,Bubble,91,1.813e-06
14,Random,Selection,91,1.188e-06
14,Random,Insertion,76,1.684e-06
14,Sorted,Heap,13,1.93e-07
14,Sorted,Bubble,13,2.16e-07
14,Sorted,Selection,91,7.71e-07
14,Sorted,Insertion,13,3.416e-06
14,Inversely-sorted,Heap,91,2.2e-06
14,Inversely-sorted,Bubble,91,1.997e-06
14,Inversely-sorted,Selection,91,9.58e-07
14,Inversely-sorted,Insertion,91,2.08e-06
14,Random,Heap,91,1.629e-06
14,Random,Bubble,91,1.285e-06
14,Random,Selection,91,1.16e-06
14,Random,Insertion,48,1.067e-06
14,Sorted,Heap,13,1.85e-07
14,Sorted,Bubble,13,2.43e-07
14,Sorted,Selection,91,8.74e-07
14,Sorted,Insertion,13,2.35e-07
14,Inversely-sorted,Heap,91,2.121e-06
14,Inversely-sorted,Bubble,91,1.931e-06
14,Inversely-sorted,Selection,91,9.18e-07
14,Inversely-sorted,Insertion,91,2.065e-06
14,Random,Heap,76,1.399e-06
14,Random,Bubble,76,1.058e-06
14,Random,Selection,91,1.174e-06
14,Random,Insertion,40,9.73e-07
14,Sorted,Heap,13,1.8e-07
14,Sorted,Bubble,13,1.57e-07
14,Sorted,Selection,91,7.6e-07
14,Sorted,Insertion,13,2.07e-07
14,Inversely-sorted,Heap,91,1.934e-06
14,Inversely-sorted,Bubble,91,1.845e-06
14,Inversely-sorted,Selection,91,9.87e-07
14,Inversely-sorted,Insertion,91,1.879e-06
15,Random,Heap,104,2.072e-06
15,Random,Bubble,104,1.637e-06
15,Random,Selection,105,1.208e-06
15,Random,Insertion,66,1.506e-06
15,Sorted,Heap,14,1.96e-07
15,Sorted,Bubble,14,1.88e-07
15,Sorted,Selection,105,8.29e-07
15,Sorted,Insertion,14,2.43e-07
15,Inversely-sorted,Heap,105,2.202e-06
15,Inversely-sorted,Bubble,105,2.032e-06
15,Inversely-sorted,Selection,105,1.086e-06
15,Inversely-sorted,Insertion,105,2.012e-06
15,Random,Heap,105,1.839e-06
15,Random,Bubble,105,1.799e-06
15,Random,Selection,105,1.23e-06
15,Random,Insertion,63,1.337e-06
15,Sorted,Heap,14,1.62e-07
15,Sorted,Bubble,14,1.67e-07
15,Sorted,Selection,105,8.36e-07
15,Sorted,Insertion,14,2.01e-07
15,Inversely-sorted,Heap,105,2.032e-06
15,Inversely-sorted,Bubble,105,2.093e-06
15,Inversely-sorted,Selection,105,1.053e-06
15,Inversely-sorted,Insertion,105,2.108e-06
15,Random,Heap,99,1.878e-06
15,Random,Bubble,99,1.54e-06
15,Random,Selection,105,1.283e-06
15,Random,Insertion,66,1.458e-06
15,Sorted,Heap,14,1.67e-07
15,Sorted,Bubble,14,1.6e-07
15,Sorted,Selection,105,8.58e-07
15,Sorted,Insertion,14,2.34e-07
15,Inversely-sorted,Heap,105,2.124e-06
15,Inversely-sorted,Bubble,105,2.22e-06
15,Inversely-sorted,Selection,105,9.6e-07
15,Inversely-sorted,Insertion,105,2.141e-06
15,Random,Heap,99,8.802e-06
15,Random,Bubble,99,9.169e-06
15,Random,Selection,105,1.35e-06
15,Random,Insertion,61,1.302e-06
15,Sorted,Heap,14,2.2e-07
15,Sorted,Bubble,14,1.72e-07
15,Sorted,Selection,105,8.17e-07
15,Sorted,Insertion,14,2.16e-07
15,Inversely-sorted,Heap,105,2.117e-06
15,Inversely-sorted,Bubble,105,2.132e-06
15,Inversely-sorted,Selection,105,9.12e-07
15,Inversely-sorted,Insertion,105,2.267e-06
15,Random,Heap,102,1.827e-06
15,Random,Bubble,102,1.478e-06
15,Random,Selection,105,1.301e-06
15,Random,Insertion,62,1.214e-06
15,Sorted,Heap,14,1.55e-07
15,Sorted,Bubble,14,1.64e-07
15,Sorted,Selection,105,7.11e-07
15,Sorted,Insertion,14,1.96e-07
15,Inversely-sorted,Heap,105,2.145e-06
15,Inversely-sorted,Bubble,105,2.085e-06
15,Inversely-sorted,Selection,105,9.51e-07
15,Inversely-sorted,Insertion,105,2.123e-06
15,Random,Heap,99,1.857e-06
15,Random,Bubble,99,1.558e-06
15,Random,Selection,105,1.246e-06
15,Random,Insertion,60,1.235e-06
15,Sorted,Heap,14,1.53e-07
15,Sorted,Bubble,14,1.82e-07
15,Sorted,Selection,105,7.97e-07
15,Sorted,Insertion,14,2.01e-07
15,Inversely-sorted,Heap,105,2.188e-06
15,Inversely-sorted,Bubble,105,2.009e-06
15,Inversely-sorted,Selection,105,8.42e-07
15,Inversely-sorted,Insertion,105,1.977e-06
15,Random,Heap,99,1.735e-06
15,Random,Bubble,99,1.513e-06
15,Random,Selection,105,1.27e-06
15,Random,Insertion,63,1.355e-06
15,Sorted,Heap,14,1.64e-07
15,Sorted,Bubble,14,1.82e-07
15,Sorted,Selection,105,8.89e-07
15,Sorted,Insertion,14,2.03e-07
15,Inversely-sorted,Heap,105,2.199e-06
15,Inversely-sorted,Bubble,105,2.12e-06
15,Inversely-sorted,Selection,105,9.1e-07
15,Inversely-sorted,Insertion,105,2.105e-06
15,Random,Heap,90,1.514e-06
15,Random,Bubble,90,1.254e-06
15,Random,Selection,105,1.233e-06
15,Random,Insertion,54,1.124e-06
15,Sorted,Heap,14,1.83e-07
15,Sorted,Bubble,14,1.65e-07
15,Sorted,Selection,105,8.14e-07
15,Sorted,Insertion,14,1.72e-07
15,Inversely-sorted,Heap,105,2.141e-06
15,Inversely-sorted,Bubble,105,2.115e-06
15,Inversely-sorted,Selection,105,8.36e-07
15,Inversely-sorted,Insertion,105,2.04e-06
15,Random,Heap,104,1.702e-06
15,Random,Bubble,104,1.356e-06
15,Random,Selection,105,1.093e-06
15,Random,Insertion,58,1.129e-06
15,Sorted,Heap,14,1.6e-07
15,Sorted,Bubble,14,1.49e-07
15,Sorted,Selection,105,1.077e-06
15,Sorted,Insertion,14,2.5e-07
15,Inversely-sorted,Heap,105,4.5058e-05
15,Inversely-sorted,Bubble,105,2.105e-06
15,Inversely-sorted,Selection,105,8.91e-07
15,Inversely-sorted,Insertion,105,2.24e-06
15,Random,Heap,104,2.134e-06
15,Random,Bubble,104,1.834e-06
15,Random,Selection,105,1.265e-06
15,Random,Insertion,77,1.666e-06
15,Sorted,Heap,14,1.95e-07
15,Sorted,Bubble,14,1.96e-07
15,Sorted,Selection,105,9.22e-07
15,Sorted,Insertion,14,2.19e-07
15,Inversely-sorted,Heap,105,2.258e-06
15,Inversely-sorted,Bubble,105,2.128e-06
15,Inversely-sorted,Selection,105,8.73e-07
15,Inversely-sorted,Insertion,105,5.205e-06
15,Random,Heap,102,1.501e-06
15,Random,Bubble,102,1.309e-06
15,Random,Selection,105,1.301e-06
15,Random,Insertion,54,1.152e-06
15,Sorted,Heap,14,1.62e-07
15,Sorted,Bubble,14,1.94e-07
15,Sorted,Selection,105,8.46e-07
15,Sorted,Insertion,14,2.25e-07
15,Inversely-sorted,Heap,105,2.238e-06
15,Inversely-sorted,Bubble,105,4.431e-06
15,Inversely-sorted,Selection,105,8.64e-07
15,Inversely-sorted,Insertion,105,2.214e-06
15,Random,Heap,95,1.805e-06
15,Random,Bubble,95,1.584e-06
15,Random,Selection,105,1.269e-06
15,Random,Insertion,62,1.321e-06
15,Sorted,Heap,14,2.03e-07
15,Sorted,Bubble,14,1.64e-07
15,Sorted,Selection,105,8.43e-07
15,Sorted,Insertion,14,2.76e-07
15,Inversely-sorted,Heap,105,2.205e-06
15,Inversely-sorted,Bubble,105,2.203e-06
15,Inversely-sorted,Selection,105,1.314e-06
15,Inversely-sorted,Insertion,105,2.281e-06
15,Random,Heap,105,2.08e-06
15,Random,Bubble,105,1.581e-06
15,Random,Selection,105,1.273e-06
15,Random,Insertion,70,2.868e-06
15,Sorted,Heap,14,1.53e-07
15,Sorted,Bubble,14,1.41e-07
15,Sorted,Selection,105,8.77e-07
15,Sorted,Insertion,14,2.23e-07
15,Inversely-sorted,Heap,105,2.076e-06
15,Inversely-sorted,Bubble,105,2.227e-06
15,Inversely-sorted,Selection,105,1.008e-06
15,Inversely-sorted,Insertion,105,2.18e-06
15,Random,Heap,95,1.848e-06
15,Random,Bubble,95,1.282e-06
15,Random,Selection,105,1.192e-06
15,Random,Insertion,60,8.491e-06
15,Sorted,Heap,14,2.07e-07
15,Sorted,Bubble,14,1.89e-07
15,Sorted,Selection,105,8.48e-07
15,Sorted,Insertion,14,2.2e-07
15,Inversely-sorted,Heap,105,2.133e-06
15,Inversely-sorted,Bubble,105,2.359e-06
15,Inversely-sorted,Selection,105,1.277e-06
15,Inversely-sorted,Insertion,105,2.249e-06
15,Random,Heap,105,1.995e-06
15,Random,Bubble,105,1.7e-06
15,Random,Selection,105,1.318e-06
15,Random,Insertion,73,1.613e-06
15,Sorted,Heap,14,2.19e-07
15,Sorted,Bubble,14,2.07e-07
15,Sorted,Selection,105,9.34e-07
15,Sorted,Insertion,14,2.49e-07
15,Inversely-sorted,Heap,105,2.319e-06
15,Inversely-sorted,Bubble,105,2.175e-06
15,Inversely-sorted,Selection,105,9.93e-07
15,Inversely-sorted,Insertion,105,2.18e-06
15,Random,Heap,105,2.024e-06
15,Random,Bubble,105,1.774e-06
15,Random,Selection,105,1.31e-06
15,Random,Insertion,58,1.247e-06
15,Sorted,Heap,14,1.94e-07
15,Sorted,Bubble,14,1.79e-07
15,Sorted,Selection,105,9.86e-07
15,Sorted,Insertion,14,2.08e-07
15,Inversely-sorted,Heap,105,2.08e-06
15,Inversely-sorted,Bubble,105,2.018e-06
15,Inversely-sorted,Selection,105,1.045e-06
15,Inversely-sorted,Insertion,105,2.078e-06
15,Random,Heap,105,1.724e-06
15,Random,Bubble,105,1.414e-06
15,Random,Selection,105,1.254e-06
15,Random,Insertion,59,1.172e-06
15,Sorted,Heap,14,2.43e-07
15,Sorted,Bubble,14,1.6e-07
15,Sorted,Selection,105,9.49e-07
15,Sorted,Insertion,14,2.17e-07
15,Inversely-sorted,Heap,105,2.184e-06
15,Inversely-sorted,Bubble,105,2.134e-06
15,Inversely-sorted,Selection,105,9.04e-07
15,Inversely-sorted,Insertion,105,2.163e-06
15,Random,Heap,105,1.832e-06
15,Random,Bubble,105,1.398e-06
15,Random,Selection,105,1.165e-06
15,Random,Insertion,63,8.135e-06
15,Sorted,Heap,14,1.74e-07
15,Sorted,Bubble,14,1.84e-07
15,Sorted,Selection,105,8.02e-07
15,Sorted,Insertion,14,2.39e-07
15,Inversely-sorted,Heap,105,2.217e-06
15,Inversely-sorted,Bubble,105,2.09e-06
15,Inversely-sorted,Selection,105,9.23e-07
15,Inversely-sorted,Insertion,105,3.796e-06
15,Random,Heap,102,1.758e-06
15,Random,Bubble,102,1.804e-06
15,Random,Selection,105,1.298e-06
15,Random,Insertion,51,1.168e-06
15,Sorted,Heap,14,2.49e-07
15,Sorted,Bubble,14,1.63e-07
15,Sorted,Selection,105,9.98e-07
15,Sorted,Insertion,14,2.59e-07
15,Inversely-sorted,Heap,105,2.118e-06
15,Inversely-sorted,Bubble,105,1.0418e-05
15,Inversely-sorted,Selection,105,8.79e-07
15,Inversely-sorted,Insertion,105,1.0768e-05
15,Random,Heap,90,4.119e-06
15,Random,Bubble,90,1.557e-06
15,Random,Selection,105,1.226e-06
15,Random,Insertion,68,1.252e-06
15,Sorted,Heap,14,1.77e-07
15,Sorted,Bubble,14,1.53e-07
15,Sorted,Selection,105,7.6e-07
15,Sorted,Insertion,14,1.61e-07
15,Inversely-sorted,Heap,105,1.871e-06
15,Inversely-sorted,Bubble,105,1.703e-06
15,Inversely-sorted,Selection,105,7.64e-07
15,Inversely-sorted,Insertion,105,1.735e-06
15,Random,Heap,105,1.666e-06
15,Random,Bubble,105,1.351e-06
15,Random,Selection,105,1.158e-06
15,Random,Insertion,66,1.086e-06
15,Sorted,Heap,14,1.89e-07
15,Sorted,Bubble,14,1.44e-07
15,Sorted,Selection,105,7.83e-07
15,Sorted,Insertion,14,1.56e-07
15,Inversely-sorted,Heap,105,2.399e-06
15,Inversely-sorted,Bubble,105,1.717e-06
15,Inversely-sorted,Selection,105,7.82e-07
15,Inversely-sorted,Insertion,105,1.656e-06
15,Random,Heap,102,1.893e-06
15,Random,Bubble,102,1.391e-06
15,Random,Selection,105,1.147e-06
15,Random,Insertion,76,1.22e-06
15,Sorted,Heap,14,1.15e-07
15,Sorted,Bubble,14,1.23e-07
15,Sorted,Selection,105,9.24e-07
15,Sorted,Insertion,14,2.06e-07
15,Inversely-sorted,Heap,105,2.305e-06
15,Inversely-sorted,Bubble,105,2.056e-06
15,Inversely-sorted,Selection,105,1.009e-06
15,Inversely-sorted,Insertion,105,2.344e-06
15,Random,Heap,104,1.8e-06
15,Random,Bubble,104,1.607e-06
15,Random,Selection,105,1.311e-06
15,Random,Insertion,65,1.401e-06
15,Sorted,Heap,14,2.73e-07
15,Sorted,Bubble,14,2.02e-07
15,Sorted,Selection,105,9.23e-07
15,Sorted,Insertion,14,2.2e-07
15,Inversely-sorted,Heap,105,1.0651e-05
15,Inversely-sorted,Bubble,105,2.017e-06
15,Inversely-sorted,Selection,105,1.203e-06
15,Inversely-sorted,Insertion,105,2.226e-06
15,Random,Heap,99,1.908e-06
15,Random,Bubble,99,1.561e-06
15,Random,Selection,105,1.337e-06
15,Random,Insertion,64,1.401e-06
15,Sorted,Heap,14,1.82e-07
15,Sorted,Bubble,14,1.85e-07
15,Sorted,Selection,105,9.11e-07
15,Sorted,Insertion,14,2.83e-07
15,Inversely-sorted,Heap,105,2.119e-06
15,Inversely-sorted,Bubble,105,2.205e-06
15,Inversely-sorted,Selection,105,1.166e-06
15,Inversely-sorted,Insertion,105,2.067e-06
15,Random,Heap,95,1.871e-06
15,Random,Bubble,95,1.742e-06
15,Random,Selection,105,1.236e-06
15,Random,Insertion,61,1.316e-06
15,Sorted,Heap,14,1.86e-07
15,Sorted,Bubble,14,1.82e-07
15,Sorted,Selection,105,1.012e-06
15,Sorted,Insertion,14,2.11e-07
15,Inversely-sorted,Heap,105,2.327e-06
15,Inversely-sorted,Bubble,105,2.253e-06
15,Inversely-sorted,Selection,105,1.028e-06
15,Inversely-sorted,Insertion,105,2.294e-06
15,Random,Heap,95,2.087e-06
15,Random,Bubble,95,1.576e-06
15,Random,Selection,105,1.551e-06
15,Random,Insertion,68,1.479e-06
15,Sorted,Heap,14,1.71e-07
15,Sorted,Bubble,14,1.87e-07
15,Sorted,Selection,105,8.46e-07
15,Sorted,Insertion,14,2.37e-07
15,Inversely-sorted,Heap,105,2.305e-06
15,Inversely-sorted,Bubble,105,2.209e-06
15,Inversely-sorted,Selection,105,9.65e-07
15,Inversely-sorted,Insertion,105,4.349e-06
15,Random,Heap,102,1.851e-06
15,Random,Bubble,102,1.508e-06
15,Random,Selection,105,1.304e-06
15,Random,Insertion,68,1.424e-06
15,Sorted,Heap,14,2.65e-07
15,Sorted,Bubble,14,1.91e-07
15,Sorted,Selection,105,9.26e-07
15,Sorted,Insertion,14,2.43e-07
15,Inversely-sorted,Heap,105,2.202e-06
15,Inversely-sorted,Bubble,105,1.88e-06
15,Inversely-sorted,Selection,105,1.108e-06
15,Inversely-sorted,Insertion,105,2.321e-06
15,Random,Heap,102,1.983e-06
15,Random,Bubble,102,1.425e-06
15,Random,Selection,105,1.216e-06
15,Random,Insertion,56,1.259e-06
15,Sorted,Heap,14,2.26e-07
15,Sorted,Bubble,14,1.66e-07
15,Sorted,Selection,105,8.41e-07
15,Sorted,Insertion,14,2.23e-07
15,Inversely-sorted,Heap,105,2.202e-06
15,Inversely-sorted,Bubble,105,2.214e-06
15,Inversely-sorted,Selection,105,9.54e-07
15,Inversely-sorted,Insertion,105,2.088e-06
15,Random,Heap,102,2.047e-06
15,Random,Bubble,102,1.613e-06
15,Random,Selection,105,1.22e-06
15,Random,Insertion,77,1.481e-06
15,Sorted,Heap,14,1.69e-07
15,Sorted,Bubble,14,1.6e-07
15,Sorted,Selection,105,8.39e-07
15,Sorted,Insertion,14,2.03e-07
15,Inversely-sorted,Heap,105,2.198e-06
15,Inversely-sorted,Bubble,105,2.119e-06
15,Inversely-sorted,Selection,105,9.67e-07
15,Inversely-sorted,Insertion,105,1.918e-06
15,Random,Heap,102,1.5464e-05
15,Random,Bubble,102,1.736e-06
15,Random,Selection,105,1.267e-06
15,Random,Insertion,85,1.726e-06
15,Sorted,Heap,14,1.56e-07
15,Sorted,Bubble,14,1.74e-07
15,Sorted,Selection,105,8.6e-07
15,Sorted,Insertion,14,2.07e-07
15,Inversely-sorted,Heap,105,2.082e-06
15,Inversely-sorted,Bubble,105,2.171e-06
15,Inversely-sorted,Selection,105,7.78e-07
15,Inversely-sorted,Insertion,105,2.079e-06
16,Random,Heap,120,2.302e-06
16,Random,Bubble,120,2.021e-06
16,Random,Selection,120,1.258e-06
16,Random,Insertion,93,1.916e-06
16,Sorted,Heap,15,1.75e-07
16,Sorted,Bubble,15,1.59e-07
16,Sorted,Selection,120,8.83e-07
16,Sorted,Insertion,15,2.1e-07
16,Inversely-sorted,Heap,120,2.417e-06
16,Inversely-sorted,Bubble,120,2.4e-06
16,Inversely-sorted,Selection,120,1.18e-06
16,Inversely-sorted,Insertion,120,2.456e-06
16,Random,Heap,119,1.999e-06
16,Random,Bubble,119,1.703e-06
16,Random,Selection,120,1.324e-06
16,Random,Insertion,59,1.171e-06
16,Sorted,Heap,15,2.13e-07
16,Sorted,Bubble,15,1.7e-07
16,Sorted,Selection,120,9.77e-07
16,Sorted,Insertion,15,1.75e-07
16,Inversely-sorted,Heap,120,2.514e-06
16,Inversely-sorted,Bubble,120,2.453e-06
16,Inversely-sorted,Selection,120,1.012e-06
16,Inversely-sorted,Insertion,120,2.402e-06
16,Random,Heap,119,2.223e-06
16,Random,Bubble,119,1.884e-06
16,Random,Selection,120,1.687e-06
16,Random,Insertion,90,1.687e-06
16,Sorted,Heap,15,1.67e-07
16,Sorted,Bubble,15,1.57e-07
16,Sorted,Selection,120,8.88e-07
16,Sorted,Insertion,15,2.39e-07
16,Inversely-sorted,Heap,120,2.429e-06
16,Inversely-sorted,Bubble,120,2.45e-06
16,Inversely-sorted,Selection,120,9.4e-07
16,Inversely-sorted,Insertion,120,2.229e-06
16,Random,Heap,105,1.87e-06
16,Random,Bubble,105,1.514e-06
16,Random,Selection,120,1.396e-06
16,Random,Insertion,83,1.736e-06
16,Sorted,Heap,15,1.86e-07
16,Sorted,Bubble,15,1.92e-07
16,Sorted,Selection,120,8.08e-07
16,Sorted,Insertion,15,2.42e-07
16,Inversely-sorted,Heap,120,2.563e-06
16,Inversely-sorted,Bubble,120,2.211e-06
16,Inversely-sorted,Selection,120,1.363e-06
16,Inversely-sorted,Insertion,120,4.087e-06
16,Random,Heap,110,2.309e-06
16,Random,Bubble,110,1.753e-06
16,Random,Selection,120,1.637e-06
16,Random,Insertion,89,1.763e-06
16,Sorted,Heap,15,2.05e-07
16,Sorted,Bubble,15,1.72e-07
16,Sorted,Selection,120,9.34e-07
16,Sorted,Insertion,15,2.16e-07
16,Inversely-sorted,Heap,120,2.582e-06
16,Inversely-sorted,Bubble,120,2.315e-06
16,Inversely-sorted,Selection,120,1.245e-06
16,Inversely-sorted,Insertion,120,2.23e-06
16,Random,Heap,110,1.679e-06
16,Random,Bubble,110,1.586e-06
16,Random,Selection,120,1.362e-06
16,Random,Insertion,76,1.342e-06
16,Sorted,Heap,15,1.89e-07
16,Sorted,Bubble,15,1.71e-07
16,Sorted,Selection,120,1.0824e-05
16,Sorted,Insertion,15,2.84e-07
16,Inversely-sorted,Heap,120,2.324e-06
16,Inversely-sorted,Bubble,120,2.178e-06
16,Inversely-sorted,Selection,120,1.182e-06
16,Inversely-sorted,Insertion,120,2.33e-06
16,Random,Heap,114,2.259e-06
16,Random,Bubble,114,0.0001042
16,Random,Selection,120,1.607e-06
16,Random,Insertion,83,2.114e-06
16,Sorted,Heap,15,2.95e-07
16,Sorted,Bubble,15,2.15e-07
16,Sorted,Selection,120,1.114e-06
16,Sorted,Insertion,15,1.88e-07
16,Inversely-sorted,Heap,120,2.288e-06
16,Inversely-sorted,Bubble,120,2.34e-06
16,Inversely-sorted,Selection,120,1.233e-06
16,Inversely-sorted,Insertion,120,2.342e-06
16,Random,Heap,114,1.799e-06
16,Random,Bubble,114,1.805e-06
16,Random,Selection,120,1.329e-06
16,Random,Insertion,76,1.505e-06
16,Sorted,Heap,15,1.46e-07
