Size of Array,Type of Array,Sorting Algorithm,Number of Comparisons,Execution Time
8,Inversely-sorted,Insertion,28,6.14e-07
8,Random,Heap,22,4.52e-07
8,Random,Bubble,22,6.21e-07
8,Random,Selection,28,5.68e-07
8,Random,Insertion,14,6.27e-07
8,Sorted,Heap,7,4.7e-07
8,Sorted,Bubble,7,1.52e-07
8,Sorted,Selection,28,4.44e-07
8,Sorted,Insertion,7,1.71e-07
8,Inversely-sorted,Heap,28,7.74e-07
8,Inversely-sorted,Bubble,28,6.77e-07
8,Inversely-sorted,Selection,28,4.76e-07
8,Inversely-sorted,Insertion,28,6.44e-07
8,Random,Heap,27,5.59e-07
8,Random,Bubble,27,5.42e-07
8,Random,Selection,28,1.499e-06
8,Random,Insertion,22,1.565e-06
8,Sorted,Heap,7,1.116e-06
8,Sorted,Bubble,7,2.73e-07
8,Sorted,Selection,28,5.16e-07
8,Sorted,Insertion,7,2.39e-07
8,Inversely-sorted,Heap,28,7.34e-07
8,Inversely-sorted,Bubble,28,7.31e-07
8,Inversely-sorted,Selection,28,4.48e-07
8,Inversely-sorted,Insertion,28,7.27e-07
8,Random,Heap,27,6.46e-07
8,Random,Bubble,27,6.06e-07
8,Random,Selection,28,6.09e-07
8,Random,Insertion,22,5.85e-07
8,Sorted,Heap,7,1.23e-07
8,Sorted,Bubble,7,1.48e-07
8,Sorted,Selection,28,4.36e-07
8,Sorted,Insertion,7,2.7e-07
8,Inversely-sorted,Heap,28,9.19e-07
8,Inversely-sorted,Bubble,28,7.21e-07
8,Inversely-sorted,Selection,28,5.18e-07
8,Inversely-sorted,Insertion,28,7.72e-07
8,Random,Heap,28,7.5e-07
8,Random,Bubble,28,6.11e-07
8,Random,Selection,28,5.62e-07
8,Random,Insertion,22,5.85e-07
8,Sorted,Heap,7,1.81e-07
8,Sorted,Bubble,7,1.48e-07
8,Sorted,Selection,28,4.1e-07
8,Sorted,Insertion,7,1.73e-07
8,Inversely-sorted,Heap,28,6.44e-07
8,Inversely-sorted,Bubble,28,7.05e-07
8,Inversely-sorted,Selection,28,4.43e-07
8,Inversely-sorted,Insertion,28,6.13e-07
8,Random,Heap,22,5.28e-07
8,Random,Bubble,22,4.08e-07
8,Random,Selection,28,5.22e-07
8,Random,Insertion,12,3.6e-07
8,Sorted,Heap,7,1.35e-07
8,Sorted,Bubble,7,1.42e-07
8,Sorted,Selection,28,3.75e-07
8,Sorted,Insertion,7,1.9e-07
8,Inversely-sorted,Heap,28,7.23e-07
8,Inversely-sorted,Bubble,28,7.49e-07
8,Inversely-sorted,Selection,28,4.59e-07
8,Inversely-sorted,Insertion,28,6.85e-07
8,Random,Heap,28,7.68e-07
8,Random,Bubble,28,5.64e-07
8,Random,Selection,28,5.29e-07
8,Random,Insertion,20,5.64e-07
8,Sorted,Heap,7,1.3e-07
8,Sorted,Bubble,7,1.6e-07
8,Sorted,Selection,28,3.7e-07
8,Sorted,Insertion,7,1.51e-07
8,Inversely-sorted,Heap,28,6.72e-07
8,Inversely-sorted,Bubble,28,4.32e-07
8,Inversely-sorted,Selection,28,2.91e-07
8,Inversely-sorted,Insertion,28,4.38e-07
8,Random,Heap,25,4.74e-07
8,Random,Bubble,25,3.93e-07
8,Random,Selection,28,3.77e-07
8,Random,Insertion,16,3.13e-07
8,Sorted,Heap,7,1.01e-07
8,Sorted,Bubble,7,2.55e-07
8,Sorted,Selection,28,5.16e-07
8,Sorted,Insertion,7,1.61e-07
8,Inversely-sorted,Heap,28,5.84e-07
8,Inversely-sorted,Bubble,28,5.17e-07
8,Inversely-sorted,Selection,28,3.68e-07
8,Inversely-sorted,Insertion,28,5.74e-07
8,Random,Heap,28,6.84e-07
8,Random,Bubble,28,4.43e-07
8,Random,Selection,28,4.42e-07
8,Random,Insertion,26,6.62e-07
8,Sorted,Heap,7,2.02e-07
8,Sorted,Bubble,7,1.62e-07
8,Sorted,Selection,28,4.51e-07
8,Sorted,Insertion,7,2.01e-07
8,Inversely-sorted,Heap,28,5.27e-07
8,Inversely-sorted,Bubble,28,3.93e-07
8,Inversely-sorted,Selection,28,4.38e-07
8,Inversely-sorted,Insertion,28,5.59e-07
8,Random,Heap,27,5.53e-07
8,Random,Bubble,27,3.98e-07
8,Random,Selection,28,4.38e-07
8,Random,Insertion,21,6.53e-07
8,Sorted,Heap,7,1.7e-07
8,Sorted,Bubble,7,1.32e-07
8,Sorted,Selection,28,4.17e-07
8,Sorted,Insertion,7,1.96e-07
8,Inversely-sorted,Heap,28,7.25e-07
8,Inversely-sorted,Bubble,28,6.86e-07
8,Inversely-sorted,Selection,28,3.98e-07
8,Inversely-sorted,Insertion,28,7.18e-07
8,Random,Heap,28,6.98e-07
8,Random,Bubble,28,5.78e-07
8,Random,Selection,28,5.42e-07
8,Random,Insertion,21,5.31e-07
8,Sorted,Heap,7,1.25e-07
8,Sorted,Bubble,7,1.35e-07
8,Sorted,Selection,28,4.01e-07
8,Sorted,Insertion,7,1.94e-07
8,Inversely-sorted,Heap,28,7.23e-07
8,Inversely-sorted,Bubble,28,6.52e-07
8,Inversely-sorted,Selection,28,5.18e-07
8,Inversely-sorted,Insertion,28,6.73e-07
8,Random,Heap,28,7.19e-07
8,Random,Bubble,28,5.75e-07
8,Random,Selection,28,5.84e-07
8,Random,Insertion,23,6.13e-07
8,Sorted,Heap,7,1.47e-07
8,Sorted,Bubble,7,1.24e-07
8,Sorted,Selection,28,3.49e-07
8,Sorted,Insertion,7,1.58e-07
8,Inversely-sorted,Heap,28,7.25e-07
8,Inversely-sorted,Bubble,28,7.47e-07
8,Inversely-sorted,Selection,28,4.16e-07
8,Inversely-sorted,Insertion,28,7.12e-07
8,Random,Heap,25,5.24e-07
8,Random,Bubble,25,4.35e-07
8,Random,Selection,28,4.9e-07
8,Random,Insertion,19,5.01e-07
8,Sorted,Heap,7,1.39e-07
8,Sorted,Bubble,7,1.55e-07
8,Sorted,Selection,28,3.81e-07
8,Sorted,Insertion,7,1.55e-07
8,Inversely-sorted,Heap,28,7.13e-07
8,Inversely-sorted,Bubble,28,7.29e-07
8,Inversely-sorted,Selection,28,4.2e-07
8,Inversely-sorted,Insertion,28,6.65e-07
9,Random,Heap,33,7.46e-07
9,Random,Bubble,33,6.57e-07
9,Random,Selection,36,6.22e-07
9,Random,Insertion,27,6.84e-07
9,Sorted,Heap,8,1.53e-07
9,Sorted,Bubble,8,1.89e-07
9,Sorted,Selection,36,4.6e-07
9,Sorted,Insertion,8,1.73e-07
9,Inversely-sorted,Heap,36,9e-07
9,Inversely-sorted,Bubble,36,8.52e-07
9,Inversely-sorted,Selection,36,5.45e-07
9,Inversely-sorted,Insertion,36,9.19e-07
9,Random,Heap,33,6.66e-07
9,Random,Bubble,33,6.06e-07
9,Random,Selection,36,5.92e-07
9,Random,Insertion,26,6.29e-07
9,Sorted,Heap,8,1.52e-07
9,Sorted,Bubble,8,1.27e-07
9,Sorted,Selection,36,4.14e-07
9,Sorted,Insertion,8,1.98e-07
9,Inversely-sorted,Heap,36,7.58e-07
9,Inversely-sorted,Bubble,36,8.86e-07
9,Inversely-sorted,Selection,36,4.4e-07
9,Inversely-sorted,Insertion,36,8.89e-07
9,Random,Heap,26,6.42e-07
9,Random,Bubble,26,4.65e-07
9,Random,Selection,36,6.52e-07
9,Random,Insertion,19,5.22e-07
9,Sorted,Heap,8,1.53e-07
9,Sorted,Bubble,8,1.39e-07
9,Sorted,Selection,36,4.15e-07
9,Sorted,Insertion,8,1.62e-07
9,Inversely-sorted,Heap,36,8.28e-07
9,Inversely-sorted,Bubble,36,8.4e-07
9,Inversely-sorted,Selection,36,3.84e-07
9,Inversely-sorted,Insertion,36,7.26e-07
9,Random,Heap,26,4.37e-07
9,Random,Bubble,26,3.54e-07
9,Random,Selection,36,4.83e-07
9,Random,Insertion,17,4.45e-07
9,Sorted,Heap,8,7.6e-08
9,Sorted,Bubble,8,1.35e-07
9,Sorted,Selection,36,2.79e-07
9,Sorted,Insertion,8,2.5e-07
9,Inversely-sorted,Heap,36,1.058e-06
9,Inversely-sorted,Bubble,36,8.11e-07
9,Inversely-sorted,Selection,36,5.92e-07
9,Inversely-sorted,Insertion,36,9.76e-07
9,Random,Heap,36,8.37e-07
9,Random,Bubble,36,7.6e-07
9,Random,Selection,36,6.24e-07
9,Random,Insertion,22,5.74e-07
9,Sorted,Heap,8,2.06e-07
9,Sorted,Bubble,8,1.91e-07
9,Sorted,Selection,36,5.81e-07
9,Sorted,Insertion,8,2.33e-07
9,Inversely-sorted,Heap,36,9.51e-07
9,Inversely-sorted,Bubble,36,8.05e-07
9,Inversely-sorted,Selection,36,5.5e-07
9,Inversely-sorted,Insertion,36,9.41e-07
9,Random,Heap,35,8.37e-07
9,Random,Bubble,35,7.56e-07
9,Random,Selection,36,6.37e-07
9,Random,Insertion,28,5.82e-07
9,Sorted,Heap,8,1.41e-07
9,Sorted,Bubble,8,1.37e-07
9,Sorted,Selection,36,4.3e-07
9,Sorted,Insertion,8,1.06e-07
9,Inversely-sorted,Heap,36,6.42e-07
9,Inversely-sorted,Bubble,36,5.61e-07
9,Inversely-sorted,Selection,36,3.93e-07
9,Inversely-sorted,Insertion,36,1.05e-06
9,Random,Heap,36,8.79e-07
9,Random,Bubble,36,7.89e-07
9,Random,Selection,36,7.77e-07
9,Random,Insertion,29,7.33e-07
9,Sorted,Heap,8,1.77e-07
9,Sorted,Bubble,8,1.56e-07
9,Sorted,Selection,36,4.4e-07
9,Sorted,Insertion,8,1.98e-07
9,Inversely-sorted,Heap,36,9.49e-07
9,Inversely-sorted,Bubble,36,8.31e-07
9,Inversely-sorted,Selection,36,5.12e-07
9,Inversely-sorted,Insertion,36,6.65e-07
9,Random,Heap,33,7.38e-07
9,Random,Bubble,33,5.91e-07
9,Random,Selection,36,6.04e-07
9,Random,Insertion,22,5.34e-07
9,Sorted,Heap,8,1.52e-07
9,Sorted,Bubble,8,1.4e-07
9,Sorted,Selection,36,4.77e-07
9,Sorted,Insertion,8,1.81e-07
9,Inversely-sorted,Heap,36,8.88e-07
9,Inversely-sorted,Bubble,36,7.25e-07
9,Inversely-sorted,Selection,36,6.29e-07
9,Inversely-sorted,Insertion,36,7.77e-07
9,Random,Heap,36,7.97e-07
9,Random,Bubble,36,8.38e-07
9,Random,Selection,36,6.4e-07
9,Random,Insertion,26,5.8e-07
9,Sorted,Heap,8,1.28e-07
9,Sorted,Bubble,8,1.46e-07
9,Sorted,Selection,36,3.87e-07
9,Sorted,Insertion,8,1.66e-07
9,Inversely-sorted,Heap,36,9.81e-07
9,Inversely-sorted,Bubble,36,8.76e-07
9,Inversely-sorted,Selection,36,5.86e-07
9,Inversely-sorted,Insertion,36,8.82e-07
9,Random,Heap,30,7.18e-07
9,Random,Bubble,30,4.46e-07
9,Random,Selection,36,6.66e-07
9,Random,Insertion,16,4.42e-07
9,Sorted,Heap,8,1.55e-07
9,Sorted,Bubble,8,1.55e-07
9,Sorted,Selection,36,3.88e-07
9,Sorted,Insertion,8,1.55e-07
9,Inversely-sorted,Heap,36,7.88e-07
9,Inversely-sorted,Bubble,36,5.41e-07
9,Inversely-sorted,Selection,36,3.85e-07
9,Inversely-sorted,Insertion,36,6.2e-07
9,Random,Heap,36,6.21e-07
9,Random,Bubble,36,5.63e-07
9,Random,Selection,36,5.23e-07
9,Random,Insertion,27,4.36e-07
9,Sorted,Heap,8,7.7e-08
9,Sorted,Bubble,8,2.86e-07
9,Sorted,Selection,36,4.78e-07
9,Sorted,Insertion,8,1.6e-07
9,Inversely-sorted,Heap,36,6.48e-07
9,Inversely-sorted,Bubble,36,5.99e-07
9,Inversely-sorted,Selection,36,4.15e-07
9,Inversely-sorted,Insertion,36,6.88e-07
9,Random,Heap,36,6.41e-07
9,Random,Bubble,36,5.07e-07
9,Random,Selection,36,5.38e-07
9,Random,Insertion,27,6.67e-07
9,Sorted,Heap,8,1.73e-07
9,Sorted,Bubble,8,1.62e-07
9,Sorted,Selection,36,5.42e-07
9,Sorted,Insertion,8,1.98e-07
9,Inversely-sorted,Heap,36,1.024e-06
9,Inversely-sorted,Bubble,36,8.88e-07
9,Inversely-sorted,Selection,36,5.34e-07
9,Inversely-sorted,Insertion,36,9e-07
9,Random,Heap,33,8.07e-07
9,Random,Bubble,33,7.54e-07
9,Random,Selection,36,6.67e-07
9,Random,Insertion,28,6.83e-07
9,Sorted,Heap,8,1.25e-07
9,Sorted,Bubble,8,1.58e-07
9,Sorted,Selection,36,4.32e-07
9,Sorted,Insertion,8,1.5e-07
9,Inversely-sorted,Heap,36,8.06e-07
9,Inversely-sorted,Bubble,36,1.013e-06
9,Inversely-sorted,Selection,36,4.89e-07
9,Inversely-sorted,Insertion,36,8.64e-07
9,Random,Heap,30,8.02e-07
9,Random,Bubble,30,7.2e-07
9,Random,Selection,36,6.32e-07
9,Random,Insertion,20,5.01e-07
9,Sorted,Heap,8,1.58e-07
9,Sorted,Bubble,8,1.45e-07
9,Sorted,Selection,36,4.08e-07
9,Sorted,Insertion,8,1.5e-07
9,Inversely-sorted,Heap,36,8.41e-07
9,Inversely-sorted,Bubble,36,8.9e-07
9,Inversely-sorted,Selection,36,4.59e-07
9,Inversely-sorted,Insertion,36,8.39e-07
9,Random,Heap,35,9.89e-07
9,Random,Bubble,35,7.56e-07
9,Random,Selection,36,6.4e-07
9,Random,Insertion,27,6.7e-07
9,Sorted,Heap,8,1.35e-07
9,Sorted,Bubble,8,1.54e-07
9,Sorted,Selection,36,3.94e-07
9,Sorted,Insertion,8,1.39e-07
9,Inversely-sorted,Heap,36,8.09e-07
9,Inversely-sorted,Bubble,36,7.95e-07
9,Inversely-sorted,Selection,36,4.61e-07
9,Inversely-sorted,Insertion,36,5.51e-07
9,Random,Heap,33,5.27e-07
9,Random,Bubble,33,4.49e-07
9,Random,Selection,36,5.22e-07
9,Random,Insertion,29,8.03e-07
9,Sorted,Heap,8,2.19e-07
9,Sorted,Bubble,8,1.58e-07
9,Sorted,Selection,36,8.08e-07
9,Sorted,Insertion,8,2e-07
9,Inversely-sorted,Heap,36,9.78e-07
9,Inversely-sorted,Bubble,36,8.74e-07
9,Inversely-sorted,Selection,36,5.38e-07
9,Inversely-sorted,Insertion,36,7.61e-07
9,Random,Heap,36,8.04e-07
9,Random,Bubble,36,6.14e-07
9,Random,Selection,36,5.99e-07
9,Random,Insertion,22,5.12e-07
9,Sorted,Heap,8,2.45e-07
9,Sorted,Bubble,8,1.61e-07
9,Sorted,Selection,36,5.24e-07
9,Sorted,Insertion,8,2.12e-07
9,Inversely-sorted,Heap,36,1.038e-06
9,Inversely-sorted,Bubble,36,9.22e-07
9,Inversely-sorted,Selection,36,6.07e-07
9,Inversely-sorted,Insertion,36,8.84e-07
9,Random,Heap,35,8.08e-07
9,Random,Bubble,35,6.36e-07
9,Random,Selection,36,7.37e-07
9,Random,Insertion,24,5.73e-07
9,Sorted,Heap,8,1.92e-07
9,Sorted,Bubble,8,1.6e-07
9,Sorted,Selection,36,3.49e-07
9,Sorted,Insertion,8,1.47e-07
9,Inversely-sorted,Heap,36,6.9e-07
9,Inversely-sorted,Bubble,36,5.63e-07
9,Inversely-sorted,Selection,36,4.79e-07
9,Inversely-sorted,Insertion,36,6.07e-07
9,Random,Heap,30,4.77e-07
9,Random,Bubble,30,4.81e-07
9,Random,Selection,36,5.64e-07
9,Random,Insertion,24,5.52e-07
9,Sorted,Heap,8,1.86e-07
9,Sorted,Bubble,8,1.68e-07
9,Sorted,Selection,36,4.62e-07
9,Sorted,Insertion,8,1.81e-07
9,Inversely-sorted,Heap,36,8.25e-07
9,Inversely-sorted,Bubble,36,5.23e-07
9,Inversely-sorted,Selection,36,4.65e-07
9,Inversely-sorted,Insertion,36,6.39e-07
9,Random,Heap,36,6.42e-07
9,Random,Bubble,36,6.61e-07
9,Random,Selection,36,5.45e-07
9,Random,Insertion,29,4.2e-07
9,Sorted,Heap,8,7.8e-08
9,Sorted,Bubble,8,9.7e-08
9,Sorted,Selection,36,2.76e-07
9,Sorted,Insertion,8,1.26e-07
9,Inversely-sorted,Heap,36,9.89e-07
9,Inversely-sorted,Bubble,36,9.12e-07
9,Inversely-sorted,Selection,36,3.8e-07
9,Inversely-sorted,Insertion,36,5.52e-07
9,Random,Heap,35,6.66e-07
9,Random,Bubble,35,3.91e-07
9,Random,Selection,36,4.77e-07
9,Random,Insertion,21,3.99e-07
9,Sorted,Heap,8,1.08e-07
9,Sorted,Bubble,8,9.6e-08
9,Sorted,Selection,36,4.88e-07
9,Sorted,Insertion,8,2.28e-07
9,Inversely-sorted,Heap,36,9.71e-07
9,Inversely-sorted,Bubble,36,9.24e-07
9,Inversely-sorted,Selection,36,5.51e-07
9,Inversely-sorted,Insertion,36,9.06e-07
9,Random,Heap,36,9.36e-07
9,Random,Bubble,36,7.77e-07
9,Random,Selection,36,5.96e-07
9,Random,Insertion,26,7.41e-07
9,Sorted,Heap,8,2.01e-07
9,Sorted,Bubble,8,1.81e-07
9,Sorted,Selection,36,5.06e-07
9,Sorted,Insertion,8,2.23e-07
9,Inversely-sorted,Heap,36,8.66e-07
9,Inversely-sorted,Bubble,36,8.99e-07
9,Inversely-sorted,Selection,36,6.42e-07
9,Inversely-sorted,Insertion,36,8.51e-07
9,Random,Heap,35,7.69e-07
9,Random,Bubble,35,9.07e-07
9,Random,Selection,36,6.32e-07
9,Random,Insertion,22,3.76e-07
9,Sorted,Heap,8,1.17e-07
9,Sorted,Bubble,8,1.2e-07
9,Sorted,Selection,36,3.53e-07
9,Sorted,Insertion,8,1.33e-07
9,Inversely-sorted,Heap,36,5.38e-07
9,Inversely-sorted,Bubble,36,5.59e-07
9,Inversely-sorted,Selection,36,3.99e-07
9,Inversely-sorted,Insertion,36,7.07e-07
9,Random,Heap,36,7.56e-07
9,Random,Bubble,36,8.32e-07
9,Random,Selection,36,6.29e-07
9,Random,Insertion,26,5.4e-07
9,Sorted,Heap,8,9.8e-08
9,Sorted,Bubble,8,1.15e-07
9,Sorted,Selection,36,3.02e-07
9,Sorted,Insertion,8,1.79e-07
9,Inversely-sorted,Heap,36,5.1e-07
9,Inversely-sorted,Bubble,36,5.47e-07
9,Inversely-sorted,Selection,36,2.92e-07
9,Inversely-sorted,Insertion,36,9.49e-07
9,Random,Heap,33,8.95e-07
9,Random,Bubble,33,6.87e-07
9,Random,Selection,36,6.71e-07
9,Random,Insertion,27,6.7e-07
9,Sorted,Heap,8,1.15e-07
9,Sorted,Bubble,8,1.14e-07
9,Sorted,Selection,36,2.83e-07
9,Sorted,Insertion,8,1.26e-07
9,Inversely-sorted,Heap,36,5.43e-07
9,Inversely-sorted,Bubble,36,5.48e-07
9,Inversely-sorted,Selection,36,3.49e-07
9,Inversely-sorted,Insertion,36,4.94e-07
9,Random,Heap,33,5.3e-07
9,Random,Bubble,33,6.36e-07
9,Random,Selection,36,6.43e-07
9,Random,Insertion,20,5.29e-07
9,Sorted,Heap,8,1.54e-07
9,Sorted,Bubble,8,1.5e-07
9,Sorted,Selection,36,4.09e-07
9,Sorted,Insertion,8,1.68e-07
9,Inversely-sorted,Heap,36,8.65e-07
9,Inversely-sorted,Bubble,36,8.59e-07
9,Inversely-sorted,Selection,36,4.15e-07
9,Inversely-sorted,Insertion,36,6.34e-07
9,Random,Heap,35,6.83e-07
9,Random,Bubble,35,5.66e-07
9,Random,Selection,36,6.35e-07
9,Random,Insertion,18,4.26e-07
9,Sorted,Heap,8,1.36e-07
9,Sorted,Bubble,8,1.35e-07
9,Sorted,Selection,36,4.55e-07
9,Sorted,Insertion,8,1.73e-07
9,Inversely-sorted,Heap,36,7.95e-07
9,Inversely-sorted,Bubble,36,7.03e-07
9,Inversely-sorted,Selection,36,3.88e-07
9,Inversely-sorted,Insertion,36,7.72e-07
9,Random,Heap,36,8.4e-07
9,Random,Bubble,36,7.05e-07
9,Random,Selection,36,6.74e-07
9,Random,Insertion,25,5.95e-07
9,Sorted,Heap,8,1.42e-07
9,Sorted,Bubble,8,1.37e-07
9,Sorted,Selection,36,4.48e-07
9,Sorted,Insertion,8,1.42e-07
9,Inversely-sorted,Heap,36,9.61e-07
9,Inversely-sorted,Bubble,36,8.34e-07
9,Inversely-sorted,Selection,36,4.89e-07
9,Inversely-sorted,Insertion,36,8.87e-07
9,Random,Heap,36,8.74e-07
9,Random,Bubble,36,7.69e-07
9,Random,Selection,36,7.73e-07
9,Random,Insertion,27,5.51e-07
9,Sorted,Heap,8,1.68e-07
9,Sorted,Bubble,8,1.21e-07
9,Sorted,Selection,36,4.15e-07
9,Sorted,Insertion,8,1.53e-07
9,Inversely-sorted,Heap,36,6.76e-07
9,Inversely-sorted,Bubble,36,5.73e-07
9,Inversely-sorted,Selection,36,6.16e-07
9,Inversely-sorted,Insertion,36,9.53e-07
9,Random,Heap,30,7.17e-07
9,Random,Bubble,30,6.54e-07
9,Random,Selection,36,6.42e-07
9,Random,Insertion,23,6.1e-07
9,Sorted,Heap,8,2.03e-07
9,Sorted,Bubble,8,1.3e-07
9,Sorted,Selection,36,4.69e-07
9,Sorted,Insertion,8,2.09e-07
9,Inversely-sorted,Heap,36,8.41e-07
9,Inversely-sorted,Bubble,36,8.36e-07
9,Inversely-sorted,Selection,36,5.22e-07
9,Inversely-sorted,Insertion,36,8.96e-07
10,Random,Heap,39,9.01e-07
10,Random,Bubble,39,7.62e-07
10,Random,Selection,45,6.98e-07
10,Random,Insertion,28,7e-07
10,Sorted,Heap,9,2.06e-07
10,Sorted,Bubble,9,1.8e-07
10,Sorted,Selection,45,5.09e-07
10,Sorted,Insertion,9,1.97e-07
10,Inversely-sorted,Heap,45,1.072e-06
10,Inversely-sorted,Bubble,45,9.84e-07
10,Inversely-sorted,Selection,45,6.43e-07
10,Inversely-sorted,Insertion,45,9.69e-07
10,Random,Heap,44,8.84e-07
10,Random,Bubble,44,8.52e-07
10,Random,Selection,45,6.85e-07
10,Random,Insertion,25,5.05e-07
10,Sorted,Heap,9,1.13e-07
10,Sorted,Bubble,9,1.12e-07
10,Sorted,Selection,45,6.28e-07
10,Sorted,Insertion,9,2.08e-07
10,Inversely-sorted,Heap,45,1.042e-06
10,Inversely-sorted,Bubble,45,1.031e-06
10,Inversely-sorted,Selection,45,6.46e-07
10,Inversely-sorted,Insertion,45,9.59e-07
10,Random,Heap,42,1.061e-06
10,Random,Bubble,42,9.12e-07
10,Random,Selection,45,7.67e-07
10,Random,Insertion,30,6.79e-07
10,Sorted,Heap,9,1.93e-07
10,Sorted,Bubble,9,1.56e-07
10,Sorted,Selection,45,4.87e-07
10,Sorted,Insertion,9,1.39e-07
10,Inversely-sorted,Heap,45,1.035e-06
10,Inversely-sorted,Bubble,45,9.87e-07
10,Inversely-sorted,Selection,45,5.87e-07
10,Inversely-sorted,Insertion,45,9.86e-07
10,Random,Heap,45,1.042e-06
10,Random,Bubble,45,7.82e-07
10,Random,Selection,45,7.36e-07
10,Random,Insertion,27,7.28e-07
10,Sorted,Heap,9,1.32e-07
10,Sorted,Bubble,9,1.75e-07
10,Sorted,Selection,45,4.5e-07
10,Sorted,Insertion,9,1.53e-07
10,Inversely-sorted,Heap,45,1.081e-06
10,Inversely-sorted,Bubble,45,1.143e-06
10,Inversely-sorted,Selection,45,4.94e-07
10,Inversely-sorted,Insertion,45,9.47e-07
10,Random,Heap,39,8e-07
10,Random,Bubble,39,6.64e-07
10,Random,Selection,45,7.23e-07
10,Random,Insertion,24,6.27e-07
10,Sorted,Heap,9,1.6e-07
10,Sorted,Bubble,9,1.58e-07
10,Sorted,Selection,45,5e-07
10,Sorted,Insertion,9,1.91e-07
10,Inversely-sorted,Heap,45,9.98e-07
10,Inversely-sorted,Bubble,45,9.86e-07
10,Inversely-sorted,Selection,45,5.08e-07
10,Inversely-sorted,Insertion,45,9.43e-07
10,Random,Heap,44,1.058e-06
10,Random,Bubble,44,7.33e-07
10,Random,Selection,45,7.62e-07
10,Random,Insertion,28,7.16e-07
10,Sorted,Heap,9,1.57e-07
10,Sorted,Bubble,9,1.59e-07
10,Sorted,Selection,45,4.72e-07
10,Sorted,Insertion,9,1.41e-07
10,Inversely-sorted,Heap,45,1.014e-06
10,Inversely-sorted,Bubble,45,1.046e-06
10,Inversely-sorted,Selection,45,4.79e-07
10,Inversely-sorted,Insertion,45,1.002e-06
10,Random,Heap,44,9.32e-07
10,Random,Bubble,44,7.76e-07
10,Random,Selection,45,6.27e-07
10,Random,Insertion,29,6.26e-07
10,Sorted,Heap,9,1.35e-07
10,Sorted,Bubble,9,1.49e-07
10,Sorted,Selection,45,4.98e-07
10,Sorted,Insertion,9,1.73e-07
10,Inversely-sorted,Heap,45,1.064e-06
10,Inversely-sorted,Bubble,45,1.025e-06
10,Inversely-sorted,Selection,45,4.95e-07
10,Inversely-sorted,Insertion,45,1.027e-06
10,Random,Heap,45,1.094e-06
10,Random,Bubble,45,7.48e-07
10,Random,Selection,45,6.23e-07
10,Random,Insertion,33,7.96e-07
10,Sorted,Heap,9,1.44e-07
10,Sorted,Bubble,9,1.58e-07
10,Sorted,Selection,45,5.86e-07
10,Sorted,Insertion,9,2.03e-07
10,Inversely-sorted,Heap,45,9.13e-07
10,Inversely-sorted,Bubble,45,7.92e-07
10,Inversely-sorted,Selection,45,3.87e-07
10,Inversely-sorted,Insertion,45,8.47e-07
10,Random,Heap,44,7.69e-07
10,Random,Bubble,44,7.46e-07
10,Random,Selection,45,6.68e-07
10,Random,Insertion,25,8.84e-07
10,Sorted,Heap,9,2.37e-07
10,Sorted,Bubble,9,1.59e-07
10,Sorted,Selection,45,6.06e-07
10,Sorted,Insertion,9,2.12e-07
10,Inversely-sorted,Heap,45,1.266e-06
10,Inversely-sorted,Bubble,45,1.188e-06
10,Inversely-sorted,Selection,45,6.5e-07
10,Inversely-sorted,Insertion,45,1.185e-06
10,Random,Heap,45,1.106e-06
10,Random,Bubble,45,1.249e-06
10,Random,Selection,45,8.45e-07
10,Random,Insertion,31,8.05e-07
10,Sorted,Heap,9,2.3e-07
10,Sorted,Bubble,9,1.52e-07
10,Sorted,Selection,45,5.15e-07
10,Sorted,Insertion,9,1.94e-07
10,Inversely-sorted,Heap,45,1.099e-06
10,Inversely-sorted,Bubble,45,9.91e-07
10,Inversely-sorted,Selection,45,8.61e-07
10,Inversely-sorted,Insertion,45,1.175e-06
10,Random,Heap,42,1.04e-06
10,Random,Bubble,42,8.43e-07
10,Random,Selection,45,6.89e-07
10,Random,Insertion,32,7.96e-07
10,Sorted,Heap,9,3.32e-07
10,Sorted,Bubble,9,1.37e-07
10,Sorted,Selection,45,5.66e-07
10,Sorted,Insertion,9,1.87e-07
10,Inversely-sorted,Heap,45,1.279e-06
10,Inversely-sorted,Bubble,45,9.67e-07
10,Inversely-sorted,Selection,45,6.76e-07
10,Inversely-sorted,Insertion,45,1.148e-06
10,Random,Heap,39,9.26e-07
10,Random,Bubble,39,7.13e-07
10,Random,Selection,45,7.22e-07
10,Random,Insertion,25,6.08e-07
10,Sorted,Heap,9,1.27e-07
10,Sorted,Bubble,9,1.69e-07
10,Sorted,Selection,45,4.78e-07
10,Sorted,Insertion,9,2.05e-07
10,Inversely-sorted,Heap,45,1.358e-06
10,Inversely-sorted,Bubble,45,1.248e-06
10,Inversely-sorted,Selection,45,5.07e-07
10,Inversely-sorted,Insertion,45,1.091e-06
10,Random,Heap,45,9.98e-07
10,Random,Bubble,45,8.82e-07
10,Random,Selection,45,7.16e-07
10,Random,Insertion,31,6.03e-07
10,Sorted,Heap,9,1.62e-07
10,Sorted,Bubble,9,1.38e-07
10,Sorted,Selection,45,4.62e-07
10,Sorted,Insertion,9,1.65e-07
10,Inversely-sorted,Heap,45,1.159e-06
10,Inversely-sorted,Bubble,45,1.185e-06
10,Inversely-sorted,Selection,45,4.81e-07
